OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
10377,SEVES,1,12/9/1996 12:00:00 AM,1/6/1997 12:00:00 AM,12/13/1996 12:00:00 AM,3,"$22,210.00",Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10378,FOLKO,5,12/10/1996 12:00:00 AM,1/7/1997 12:00:00 AM,12/19/1996 12:00:00 AM,3,"$5,440.00",Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10379,QUEDE,2,12/11/1996 12:00:00 AM,1/8/1997 12:00:00 AM,12/13/1996 12:00:00 AM,1,"$45,030.00",Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10380,HUNGO,8,12/12/1996 12:00:00 AM,1/9/1997 12:00:00 AM,1/16/1997 12:00:00 AM,3,"$35,030.00",Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10381,LILAS,3,12/12/1996 12:00:00 AM,1/9/1997 12:00:00 AM,12/13/1996 12:00:00 AM,3,"$7,990.00",LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10382,ERNSH,4,12/13/1996 12:00:00 AM,1/10/1997 12:00:00 AM,12/16/1996 12:00:00 AM,1,"$94,770.00",Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10383,AROUT,8,12/16/1996 12:00:00 AM,1/13/1997 12:00:00 AM,12/18/1996 12:00:00 AM,3,"$34,240.00",Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10384,BERGS,3,12/16/1996 12:00:00 AM,1/13/1997 12:00:00 AM,12/20/1996 12:00:00 AM,3,"$168,640.00",Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10385,SPLIR,1,12/17/1996 12:00:00 AM,1/14/1997 12:00:00 AM,12/23/1996 12:00:00 AM,2,"$30,960.00",Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10386,FAMIA,9,12/18/1996 12:00:00 AM,1/1/1997 12:00:00 AM,12/25/1996 12:00:00 AM,3,"$13,990.00",Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil
10387,SANTG,1,12/18/1996 12:00:00 AM,1/15/1997 12:00:00 AM,12/20/1996 12:00:00 AM,2,"$93,630.00",Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway
10388,SEVES,2,12/19/1996 12:00:00 AM,1/16/1997 12:00:00 AM,12/20/1996 12:00:00 AM,1,"$34,860.00",Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10389,BOTTM,4,12/20/1996 12:00:00 AM,1/17/1997 12:00:00 AM,12/24/1996 12:00:00 AM,2,"$47,420.00",Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10390,ERNSH,6,12/23/1996 12:00:00 AM,1/20/1997 12:00:00 AM,12/26/1996 12:00:00 AM,1,"$126,380.00",Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10391,DRACD,3,12/23/1996 12:00:00 AM,1/20/1997 12:00:00 AM,12/31/1996 12:00:00 AM,3,"$5,450.00",Drachenblut Delikatessen,Walserweg 21,Aachen,,52066,Germany
10392,PICCO,2,12/24/1996 12:00:00 AM,1/21/1997 12:00:00 AM,1/1/1997 12:00:00 AM,3,"$122,460.00",Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10393,SAVEA,1,12/25/1996 12:00:00 AM,1/22/1997 12:00:00 AM,1/3/1997 12:00:00 AM,3,"$126,560.00",Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10394,HUNGC,1,12/25/1996 12:00:00 AM,1/22/1997 12:00:00 AM,1/3/1997 12:00:00 AM,3,"$30,340.00",Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10395,HILAA,6,12/26/1996 12:00:00 AM,1/23/1997 12:00:00 AM,1/3/1997 12:00:00 AM,1,"$184,410.00",HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10396,FRANK,1,12/27/1996 12:00:00 AM,1/10/1997 12:00:00 AM,1/6/1997 12:00:00 AM,3,"$135,350.00",Frankenversand,Berliner Platz 43,München,,80805,Germany
10397,PRINI,5,12/27/1996 12:00:00 AM,1/24/1997 12:00:00 AM,1/2/1997 12:00:00 AM,1,"$60,260.00",Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal
10398,SAVEA,2,12/30/1996 12:00:00 AM,1/27/1997 12:00:00 AM,1/9/1997 12:00:00 AM,3,"$89,160.00",Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10399,VAFFE,8,12/31/1996 12:00:00 AM,1/14/1997 12:00:00 AM,1/8/1997 12:00:00 AM,3,"$27,360.00",Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
10400,EASTC,1,1/1/1997 12:00:00 AM,1/29/1997 12:00:00 AM,1/16/1997 12:00:00 AM,3,"$83,930.00",Eastern Connection,35 King George,London,,WX3 6FW,UK
10401,RATTC,1,1/1/1997 12:00:00 AM,1/29/1997 12:00:00 AM,1/10/1997 12:00:00 AM,1,"$12,510.00",Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10402,ERNSH,8,1/2/1997 12:00:00 AM,2/13/1997 12:00:00 AM,1/10/1997 12:00:00 AM,2,"$67,880.00",Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10403,ERNSH,4,1/3/1997 12:00:00 AM,1/31/1997 12:00:00 AM,1/9/1997 12:00:00 AM,3,"$73,790.00",Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10404,MAGAA,2,1/3/1997 12:00:00 AM,1/31/1997 12:00:00 AM,1/8/1997 12:00:00 AM,1,"$155,970.00",Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10405,LINOD,1,1/6/1997 12:00:00 AM,2/3/1997 12:00:00 AM,1/22/1997 12:00:00 AM,1,"$34,820.00",LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10406,QUEEN,7,1/7/1997 12:00:00 AM,2/18/1997 12:00:00 AM,1/13/1997 12:00:00 AM,1,"$108,040.00",Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil
10407,OTTIK,2,1/7/1997 12:00:00 AM,2/4/1997 12:00:00 AM,1/30/1997 12:00:00 AM,2,"$91,480.00",Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
10408,FOLIG,8,1/8/1997 12:00:00 AM,2/5/1997 12:00:00 AM,1/14/1997 12:00:00 AM,1,"$11,260.00",Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France
10409,OCEAN,3,1/9/1997 12:00:00 AM,2/6/1997 12:00:00 AM,1/14/1997 12:00:00 AM,1,"$29,830.00",Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina
10410,BOTTM,3,1/10/1997 12:00:00 AM,2/7/1997 12:00:00 AM,1/15/1997 12:00:00 AM,3,"$2,400.00",Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10411,BOTTM,9,1/10/1997 12:00:00 AM,2/7/1997 12:00:00 AM,1/21/1997 12:00:00 AM,3,"$23,650.00",Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10412,WARTH,8,1/13/1997 12:00:00 AM,2/10/1997 12:00:00 AM,1/15/1997 12:00:00 AM,2,"$3,770.00",Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10413,LAMAI,3,1/14/1997 12:00:00 AM,2/11/1997 12:00:00 AM,1/16/1997 12:00:00 AM,2,"$95,660.00","La maison d'Asie",1 rue Alsace-Lorraine,Toulouse,,31000,France
10414,FAMIA,2,1/14/1997 12:00:00 AM,2/11/1997 12:00:00 AM,1/17/1997 12:00:00 AM,3,"$21,480.00",Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil
10415,HUNGC,3,1/15/1997 12:00:00 AM,2/12/1997 12:00:00 AM,1/24/1997 12:00:00 AM,1,"$0,200.00",Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
10416,WARTH,8,1/16/1997 12:00:00 AM,2/13/1997 12:00:00 AM,1/27/1997 12:00:00 AM,3,"$22,720.00",Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10417,SIMOB,4,1/16/1997 12:00:00 AM,2/13/1997 12:00:00 AM,1/28/1997 12:00:00 AM,3,"$70,290.00",Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark
10418,QUICK,4,1/17/1997 12:00:00 AM,2/14/1997 12:00:00 AM,1/24/1997 12:00:00 AM,1,"$17,550.00",QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10419,RICSU,4,1/20/1997 12:00:00 AM,2/17/1997 12:00:00 AM,1/30/1997 12:00:00 AM,2,"$137,350.00",Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland
10420,WELLI,3,1/21/1997 12:00:00 AM,2/18/1997 12:00:00 AM,1/27/1997 12:00:00 AM,1,"$44,120.00",Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil
10421,QUEDE,8,1/21/1997 12:00:00 AM,3/4/1997 12:00:00 AM,1/27/1997 12:00:00 AM,1,"$99,230.00",Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10422,FRANS,2,1/22/1997 12:00:00 AM,2/19/1997 12:00:00 AM,1/31/1997 12:00:00 AM,1,"$3,020.00",Franchi S.p.A.,Via Monte Bianco 34,Torino,,10100,Italy
10423,GOURL,6,1/23/1997 12:00:00 AM,2/6/1997 12:00:00 AM,2/24/1997 12:00:00 AM,3,"$24,500.00",Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,SP,04876-786,Brazil
10424,MEREP,7,1/23/1997 12:00:00 AM,2/20/1997 12:00:00 AM,1/27/1997 12:00:00 AM,2,"$370,610.00",Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10425,LAMAI,6,1/24/1997 12:00:00 AM,2/21/1997 12:00:00 AM,2/14/1997 12:00:00 AM,2,"$7,930.00","La maison d'Asie",1 rue Alsace-Lorraine,Toulouse,,31000,France
10426,GALED,4,1/27/1997 12:00:00 AM,2/24/1997 12:00:00 AM,2/6/1997 12:00:00 AM,1,"$18,690.00",Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain
10427,PICCO,4,1/27/1997 12:00:00 AM,2/24/1997 12:00:00 AM,3/3/1997 12:00:00 AM,2,"$31,290.00",Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10428,REGGC,7,1/28/1997 12:00:00 AM,2/25/1997 12:00:00 AM,2/4/1997 12:00:00 AM,1,"$11,090.00",Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10429,HUNGO,3,1/29/1997 12:00:00 AM,3/12/1997 12:00:00 AM,2/7/1997 12:00:00 AM,2,"$56,630.00",Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10430,ERNSH,4,1/30/1997 12:00:00 AM,2/13/1997 12:00:00 AM,2/3/1997 12:00:00 AM,1,"$458,780.00",Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10431,BOTTM,4,1/30/1997 12:00:00 AM,2/13/1997 12:00:00 AM,2/7/1997 12:00:00 AM,2,"$44,170.00",Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10432,SPLIR,3,1/31/1997 12:00:00 AM,2/14/1997 12:00:00 AM,2/7/1997 12:00:00 AM,2,"$4,340.00",Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
10433,PRINI,3,2/3/1997 12:00:00 AM,3/3/1997 12:00:00 AM,3/4/1997 12:00:00 AM,3,"$73,830.00",Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal
10434,FOLKO,3,2/3/1997 12:00:00 AM,3/3/1997 12:00:00 AM,2/13/1997 12:00:00 AM,2,"$17,920.00",Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10435,CONSH,8,2/4/1997 12:00:00 AM,3/18/1997 12:00:00 AM,2/7/1997 12:00:00 AM,2,"$9,210.00",Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK
10436,BLONP,3,2/5/1997 12:00:00 AM,3/5/1997 12:00:00 AM,2/11/1997 12:00:00 AM,2,"$156,660.00",Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
10437,WARTH,8,2/5/1997 12:00:00 AM,3/5/1997 12:00:00 AM,2/12/1997 12:00:00 AM,1,"$19,970.00",Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10438,TOMSP,3,2/6/1997 12:00:00 AM,3/6/1997 12:00:00 AM,2/14/1997 12:00:00 AM,2,"$8,240.00",Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany
10439,MEREP,6,2/7/1997 12:00:00 AM,3/7/1997 12:00:00 AM,2/10/1997 12:00:00 AM,3,"$4,070.00",Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
10440,SAVEA,4,2/10/1997 12:00:00 AM,3/10/1997 12:00:00 AM,2/28/1997 12:00:00 AM,2,"$86,530.00",Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10441,OLDWO,3,2/10/1997 12:00:00 AM,3/24/1997 12:00:00 AM,3/14/1997 12:00:00 AM,2,"$73,020.00",Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
10442,ERNSH,3,2/11/1997 12:00:00 AM,3/11/1997 12:00:00 AM,2/18/1997 12:00:00 AM,2,"$47,940.00",Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10443,REGGC,8,2/12/1997 12:00:00 AM,3/12/1997 12:00:00 AM,2/14/1997 12:00:00 AM,1,"$13,950.00",Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
10444,BERGS,3,2/12/1997 12:00:00 AM,3/12/1997 12:00:00 AM,2/21/1997 12:00:00 AM,3,"$3,500.00",Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10445,BERGS,3,2/13/1997 12:00:00 AM,3/13/1997 12:00:00 AM,2/20/1997 12:00:00 AM,1,"$9,300.00",Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
10446,TOMSP,6,2/14/1997 12:00:00 AM,3/14/1997 12:00:00 AM,2/19/1997 12:00:00 AM,1,"$14,680.00",Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany
10447,RICAR,4,2/14/1997 12:00:00 AM,3/14/1997 12:00:00 AM,3/7/1997 12:00:00 AM,2,"$68,660.00",Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10448,RANCH,4,2/17/1997 12:00:00 AM,3/17/1997 12:00:00 AM,2/24/1997 12:00:00 AM,2,"$38,820.00",Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina
10449,BLONP,3,2/18/1997 12:00:00 AM,3/18/1997 12:00:00 AM,2/27/1997 12:00:00 AM,2,"$53,300.00",Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
10450,VICTE,8,2/19/1997 12:00:00 AM,3/19/1997 12:00:00 AM,3/11/1997 12:00:00 AM,2,"$7,230.00",Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
10451,QUICK,4,2/19/1997 12:00:00 AM,3/5/1997 12:00:00 AM,3/12/1997 12:00:00 AM,3,"$189,090.00",QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
10452,SAVEA,8,2/20/1997 12:00:00 AM,3/20/1997 12:00:00 AM,2/26/1997 12:00:00 AM,1,"$140,260.00",Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10453,AROUT,1,2/21/1997 12:00:00 AM,3/21/1997 12:00:00 AM,2/26/1997 12:00:00 AM,2,"$25,360.00",Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
10454,LAMAI,4,2/21/1997 12:00:00 AM,3/21/1997 12:00:00 AM,2/25/1997 12:00:00 AM,3,"$2,740.00","La maison d'Asie",1 rue Alsace-Lorraine,Toulouse,,31000,France
10455,WARTH,8,2/24/1997 12:00:00 AM,4/7/1997 12:00:00 AM,3/3/1997 12:00:00 AM,2,"$180,450.00",Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10456,KOENE,8,2/25/1997 12:00:00 AM,4/8/1997 12:00:00 AM,2/28/1997 12:00:00 AM,2,"$8,120.00",Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10457,KOENE,2,2/25/1997 12:00:00 AM,3/25/1997 12:00:00 AM,3/3/1997 12:00:00 AM,1,"$11,570.00",Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10458,SUPRD,7,2/26/1997 12:00:00 AM,3/26/1997 12:00:00 AM,3/4/1997 12:00:00 AM,3,"$147,060.00",Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10459,VICTE,4,2/27/1997 12:00:00 AM,3/27/1997 12:00:00 AM,2/28/1997 12:00:00 AM,2,"$25,090.00",Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
10460,FOLKO,8,2/28/1997 12:00:00 AM,3/28/1997 12:00:00 AM,3/3/1997 12:00:00 AM,1,"$16,270.00",Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
10461,LILAS,1,2/28/1997 12:00:00 AM,3/28/1997 12:00:00 AM,3/5/1997 12:00:00 AM,3,"$148,610.00",LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10462,CONSH,2,3/3/1997 12:00:00 AM,3/31/1997 12:00:00 AM,3/18/1997 12:00:00 AM,1,"$6,170.00",Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK
10463,SUPRD,5,3/4/1997 12:00:00 AM,4/1/1997 12:00:00 AM,3/6/1997 12:00:00 AM,3,"$14,780.00",Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10464,FURIB,4,3/4/1997 12:00:00 AM,4/1/1997 12:00:00 AM,3/14/1997 12:00:00 AM,2,"$89,000.00",Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10465,VAFFE,1,3/5/1997 12:00:00 AM,4/2/1997 12:00:00 AM,3/14/1997 12:00:00 AM,3,"$145,040.00",Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
10466,COMMI,4,3/6/1997 12:00:00 AM,4/3/1997 12:00:00 AM,3/13/1997 12:00:00 AM,1,"$11,930.00",Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil
10467,MAGAA,8,3/6/1997 12:00:00 AM,4/3/1997 12:00:00 AM,3/11/1997 12:00:00 AM,2,"$4,930.00",Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
10468,KOENE,3,3/7/1997 12:00:00 AM,4/4/1997 12:00:00 AM,3/12/1997 12:00:00 AM,3,"$44,120.00",Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
10469,WHITC,1,3/10/1997 12:00:00 AM,4/7/1997 12:00:00 AM,3/14/1997 12:00:00 AM,1,"$60,180.00",White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10470,BONAP,4,3/11/1997 12:00:00 AM,4/8/1997 12:00:00 AM,3/14/1997 12:00:00 AM,2,"$64,560.00","Bon app'","12, rue des Bouchers",Marseille,,13008,France
10471,BSBEV,2,3/11/1997 12:00:00 AM,4/8/1997 12:00:00 AM,3/18/1997 12:00:00 AM,3,"$45,590.00","B's Beverages",Fauntleroy Circus,London,,EC2 5NT,UK
10472,SEVES,8,3/12/1997 12:00:00 AM,4/9/1997 12:00:00 AM,3/19/1997 12:00:00 AM,1,"$4,200.00",Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
10473,ISLAT,1,3/13/1997 12:00:00 AM,3/27/1997 12:00:00 AM,3/21/1997 12:00:00 AM,3,"$16,370.00",Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
10474,PERIC,5,3/13/1997 12:00:00 AM,4/10/1997 12:00:00 AM,3/21/1997 12:00:00 AM,2,"$83,490.00",Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico
10475,SUPRD,9,3/14/1997 12:00:00 AM,4/11/1997 12:00:00 AM,4/4/1997 12:00:00 AM,1,"$68,520.00",Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
10476,HILAA,8,3/17/1997 12:00:00 AM,4/14/1997 12:00:00 AM,3/24/1997 12:00:00 AM,3,"$4,410.00",HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10477,PRINI,5,3/17/1997 12:00:00 AM,4/14/1997 12:00:00 AM,3/25/1997 12:00:00 AM,2,"$13,020.00",Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal
10478,VICTE,2,3/18/1997 12:00:00 AM,4/1/1997 12:00:00 AM,3/26/1997 12:00:00 AM,3,"$4,810.00",Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
10479,RATTC,3,3/19/1997 12:00:00 AM,4/16/1997 12:00:00 AM,3/21/1997 12:00:00 AM,3,"$708,950.00",Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
10480,FOLIG,6,3/20/1997 12:00:00 AM,4/17/1997 12:00:00 AM,3/24/1997 12:00:00 AM,2,"$1,350.00",Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France
10481,RICAR,8,3/20/1997 12:00:00 AM,4/17/1997 12:00:00 AM,3/25/1997 12:00:00 AM,2,"$64,330.00",Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
10482,LAZYK,1,3/21/1997 12:00:00 AM,4/18/1997 12:00:00 AM,4/10/1997 12:00:00 AM,3,"$7,480.00",Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA
10483,WHITC,7,3/24/1997 12:00:00 AM,4/21/1997 12:00:00 AM,4/25/1997 12:00:00 AM,2,"$15,280.00",White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10484,BSBEV,3,3/24/1997 12:00:00 AM,4/21/1997 12:00:00 AM,4/1/1997 12:00:00 AM,3,"$6,880.00","B's Beverages",Fauntleroy Circus,London,,EC2 5NT,UK
10485,LINOD,4,3/25/1997 12:00:00 AM,4/8/1997 12:00:00 AM,3/31/1997 12:00:00 AM,2,"$64,450.00",LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
10486,HILAA,1,3/26/1997 12:00:00 AM,4/23/1997 12:00:00 AM,4/2/1997 12:00:00 AM,2,"$30,530.00",HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10487,QUEEN,2,3/26/1997 12:00:00 AM,4/23/1997 12:00:00 AM,3/28/1997 12:00:00 AM,2,"$71,070.00",Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil
10488,FRANK,8,3/27/1997 12:00:00 AM,4/24/1997 12:00:00 AM,4/2/1997 12:00:00 AM,2,"$4,930.00",Frankenversand,Berliner Platz 43,München,,80805,Germany
10489,PICCO,6,3/28/1997 12:00:00 AM,4/25/1997 12:00:00 AM,4/9/1997 12:00:00 AM,2,"$5,290.00",Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
10490,HILAA,7,3/31/1997 12:00:00 AM,4/28/1997 12:00:00 AM,4/3/1997 12:00:00 AM,2,"$210,190.00",HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10491,FURIB,8,3/31/1997 12:00:00 AM,4/28/1997 12:00:00 AM,4/8/1997 12:00:00 AM,3,"$16,960.00",Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
10492,BOTTM,3,4/1/1997 12:00:00 AM,4/29/1997 12:00:00 AM,4/11/1997 12:00:00 AM,1,"$62,890.00",Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
10493,LAMAI,4,4/2/1997 12:00:00 AM,4/30/1997 12:00:00 AM,4/10/1997 12:00:00 AM,3,"$10,640.00","La maison d'Asie",1 rue Alsace-Lorraine,Toulouse,,31000,France
10494,COMMI,4,4/2/1997 12:00:00 AM,4/30/1997 12:00:00 AM,4/9/1997 12:00:00 AM,2,"$65,990.00",Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil
10495,LAUGB,3,4/3/1997 12:00:00 AM,5/1/1997 12:00:00 AM,4/11/1997 12:00:00 AM,3,"$4,650.00",Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada
10496,TRADH,7,4/4/1997 12:00:00 AM,5/2/1997 12:00:00 AM,4/7/1997 12:00:00 AM,2,"$46,770.00",Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil
10497,LEHMS,7,4/4/1997 12:00:00 AM,5/2/1997 12:00:00 AM,4/7/1997 12:00:00 AM,1,"$36,210.00",Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
10498,HILAA,8,4/7/1997 12:00:00 AM,5/5/1997 12:00:00 AM,4/11/1997 12:00:00 AM,2,"$29,750.00",HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
10499,LILAS,4,4/8/1997 12:00:00 AM,5/6/1997 12:00:00 AM,4/16/1997 12:00:00 AM,2,"$102,020.00",LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
10500,LAMAI,6,4/9/1997 12:00:00 AM,5/7/1997 12:00:00 AM,4/17/1997 12:00:00 AM,1,"$42,680.00","La maison d'Asie",1 rue Alsace-Lorraine,Toulouse,,31000,France
10501,BLAUS,9,4/9/1997 12:00:00 AM,5/7/1997 12:00:00 AM,4/16/1997 12:00:00 AM,3,"$8,850.00",Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
10502,PERIC,2,4/10/1997 12:00:00 AM,5/8/1997 12:00:00 AM,4/29/1997 12:00:00 AM,1,"$69,320.00",Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico
10503,HUNGO,6,4/11/1997 12:00:00 AM,5/9/1997 12:00:00 AM,4/16/1997 12:00:00 AM,2,"$16,740.00",Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10504,WHITC,4,4/11/1997 12:00:00 AM,5/9/1997 12:00:00 AM,4/18/1997 12:00:00 AM,3,"$59,130.00",White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
